BalanceComponent,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand,Generation,Storage_Discharge,Storage_Charge,Flexible_Demand_Defer,Flexible_Demand_Stasify,Demand_Response,Nonserved_Energy,Transmission_NetExport,Transmission_Losses,Demand
Zone,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4
t5962,144.864,0.0,-0.0,0.0,0.0,23.584,0.0,196.31355,-12.761549999999998,-352.0,52.7936,0.0,-0.0,0.0,0.0,77.519,899.1595560776797,135.20754392232027,-7.679700000000001,-1157.0,886.0591149637521,0.0,-452.33359369335915,0.0,0.0,16.817000000000004,0.0,-186.68468259635674,-12.857838674036431,-251.0,152.6124,0.0,-0.0,0.0,0.0,9.513999999999998,132.486,-144.83641132596352,-7.775988674036434,-142.0
t5963,46.0452,0.0,-0.0,0.0,0.0,24.857,346.143,-37.417040035813976,-8.628159964186025,-371.0,149.69600000000003,0.0,-0.0,0.0,0.0,81.539,1069.0967469550637,-73.59348177279168,-9.738265182272082,-1217.0,295.5247999999999,0.0,-326.7235270266917,0.0,0.0,17.621000000000002,245.37900000000002,43.678171808605654,-12.479444781913946,-263.0,74.80000000000001,0.0,-0.0,0.0,0.0,9.982999999999999,0.0,67.33235,-3.115350000000003,-149.0
t5964,50.077,0.0,-0.3260869565217391,0.0,0.0,25.325999999999997,352.6739999999999,-26.85671304347825,-22.894200000000005,-378.0,247.7726,0.0,-0.0,0.0,0.0,83.34799999999998,1160.6519999999998,-229.80535353535313,-17.96724646464647,-1244.0,341.30494296872087,0.0,-273.1576560121991,0.0,0.0,18.090000000000003,0.0,204.87671304347833,-21.114,-270.0,0.0,0.0,-4.565217391304349,0.0,0.0,10.184000000000001,100.30871032059771,51.785353535353075,-5.71284646464647,-152.0
t5965,23.9808,0.0,-0.0,0.0,0.0,27.269,0.0,359.62975856001435,-3.879558560014418,-407.0,433.1042,0.0,-0.0,0.0,0.0,89.512,1246.488,-428.8160396039604,-4.288160396039605,-1336.0,236.00275433592444,0.0,-13.37902702669136,0.0,0.0,19.363,32.99185445726035,14.163048720713698,-0.14163048720713683,-289.0,97.60599999999998,0.0,-0.0,0.0,0.0,10.921,0.0,55.02323232323236,-0.5502323232323236,-163.0
t5966,44.37530000000001,0.0,-0.0,0.0,0.0,28.609,393.6094441884078,-16.69954418840769,-22.8942,-427.0,163.9197,0.0,-0.0,0.0,0.0,93.79999999999998,1306.1999999999998,-146.17302475247496,-17.746675247524752,-1400.0,23.916600000000003,190.8663063066421,-0.0,0.0,0.0,20.301,0.0,89.0300936933579,-21.114,-303.0,91.19279999999999,0.0,-0.0,0.0,0.0,11.457,0.0,73.84247524752475,-5.492275247524753,-171.0
t5967,17.595300000000005,0.0,-0.0,0.0,0.0,29.547,411.45300000000003,-5.746547132277402,-11.848752867722522,-441.0,433.09999999999997,0.0,-0.0,0.0,0.0,96.681,716.0541721560763,217.37153087422666,-20.206703030303032,-1443.0,33.18,360.673839639975,-0.0,0.0,0.0,20.836999999999996,290.16299999999995,-383.78528677225233,-10.068552867722524,-311.0,0.0,0.0,-0.0,0.0,0.0,11.792,0.0,172.16030303030306,-7.952303030303032,-176.0
t5968,40.2511,0.0,-0.0,0.0,0.0,30.217000000000002,420.783,-17.35690000000001,-22.894200000000005,-451.0,314.74529999999993,0.0,-0.0,0.0,0.0,98.82500000000002,465.531084782467,614.8372607620873,-18.938645544554458,-1475.0,77.52649999999998,495.713306306642,-0.0,0.0,0.0,21.306,296.694,-552.1258063066418,-21.114,-318.0,52.038799999999995,0.0,-0.0,0.0,0.0,12.059999999999999,167.93999999999997,-45.35455445544551,-6.6842455445544555,-180.0
t5969,9.4008,0.0,-0.0,0.0,0.0,30.284000000000002,132.60011194779037,295.5816021299203,-15.866514077710697,-452.0,27.2804,0.0,-0.0,0.0,0.0,99.026,1378.974,-8.543504950494718,-18.73689504950495,-1478.0,4.620000000000001,568.9519063066414,-0.0,0.0,0.0,21.373,0.0,-261.8585922289306,-14.086314077710695,-319.0,31.661999999999995,0.0,-0.0,0.0,0.0,12.127,168.87300000000002,-25.179504950495037,-6.482495049504951,-181.0
t5970,24.312100000000004,0.27599999999999997,-0.0,0.0,0.0,30.217000000000002,110.32754946893635,304.09194508551917,-18.224594554455447,-451.0,33.29459999999998,0.0,-0.0,0.0,0.0,98.82500000000002,1376.1750000000002,-22.594455445544614,-10.700144554455447,-1475.0,34.64999999999999,557.0194396399748,-0.0,0.0,0.0,21.373,0.0,-272.92843963997456,-21.114,-319.0,7.8204,3.8640000000000008,-0.0,0.0,0.0,12.059999999999999,167.93999999999997,-8.569050000000002,-3.1153499999999994,-180.0
t5971,1.0507,0.0,-0.0,0.0,0.0,30.150000000000002,418.79929999999996,-0.0,-0.0,-450.0,5.5649,0.0,-0.0,0.0,0.0,98.557,848.4051999999999,523.71,-5.237100000000001,-1471.0,36.03000000000001,629.8477396399755,-0.0,0.0,0.0,21.306,151.85061382537103,-515.7173267326732,-5.317026732673268,-318.0,8.072600000000001,0.0,-0.0,0.0,0.0,12.059999999999999,167.93999999999997,-7.992673267326723,-0.07992673267326723,-180.0
t5972,0.66,0.0,-0.0,0.0,0.0,29.748000000000005,0.0,426.35355000000004,-12.76155000000001,-444.0,29.159599999999998,0.0,-0.0,0.0,0.0,97.217,1353.783,-22.306336093032314,-6.853263906967593,-1451.0,311.76611496375233,563.9251396399748,-0.0,0.0,0.0,20.971,0.0,-565.6636046037271,-17.998650000000012,-313.0,0.0,0.0,-0.0,0.0,0.0,11.925999999999998,6.073773210208245,161.61639069675934,-1.6161639069675933,-178.0
t5973,23.290000000000006,0.0,-0.0,0.0,0.0,29.212,0.0,387.37171717171725,-3.8737171717171726,-436.0,13.331999999999999,0.0,-0.0,0.0,0.0,95.542,1330.4579999999999,-2.8295049504950542,-10.502495049504953,-1426.0,111.25241451878985,500.2699729733084,-0.0,0.0,0.0,20.636000000000003,243.39000442709377,-555.7600910091011,-11.788300910091012,-308.0,0.0,0.0,-0.0,0.0,0.0,11.724999999999998,0.0,171.21787878787882,-7.942878787878788,-175.0
t5974,17.552000000000003,0.0,-0.0,0.0,0.0,29.144999999999996,0.0,392.2252525252525,-3.922252525252525,-435.0,13.6426,0.0,-0.0,0.0,0.0,95.207,1312.1504000000002,0.0,-0.0,-1421.0,112.04741451878985,485.07993963997546,-0.0,0.0,0.0,20.502,84.51815089173967,-392.2252525252525,-3.922252525252525,-306.0,0.0,0.0,-0.0,0.0,0.0,11.591,161.409,0.0,-0.0,-173.0
t5975,11.806000000000001,0.0,-0.0,0.0,0.0,29.881999999999998,164.3162000000002,262.8899999999999,-22.894200000000005,-446.0,8.706999999999999,0.0,-0.0,0.0,0.0,97.28399999999999,871.8237499999999,489.55500000000006,-15.369750000000002,-1452.0,179.99874369335814,590.4449063066418,-0.0,0.0,0.0,20.836999999999996,290.16299999999995,-752.4449999999999,-17.99865,-311.0,0.0,0.0,-0.0,0.0,0.0,11.792,164.208,0.0,-0.0,-176.0
t5976,0.99,0.0,-0.0,0.0,0.0,30.685999999999996,0.0,438.559293069307,-12.23529306930693,-458.0,3.7,0.0,-0.0,0.0,0.0,99.83,1390.1699999999998,13.051399999999935,-16.7514,-1490.0,222.44027983197196,710.622506306642,-0.0,0.0,0.0,21.373,0.0,-624.9806930693069,-10.45509306930693,-319.0,0.0,0.0,-0.0,0.0,0.0,12.127,0.0,173.37000000000003,-4.497,-181.0
t5977,4.547000000000001,0.0,-0.0,0.0,0.0,30.552000000000003,420.90100000000007,-0.0,-0.0,-456.0,3.7,0.0,-0.0,0.0,0.0,99.428,862.3990999999999,523.71,-5.237100000000001,-1484.0,109.15241451878987,700.1377396399753,-0.0,0.0,0.0,21.239,8.721232969947728,-516.9456435643565,-5.3047435643564365,-317.0,6.832000000000001,0.0,-0.0,0.0,0.0,12.059999999999999,167.93999999999997,-6.764356435643565,-0.06764356435643565,-180.0
t5978,43.50000000000001,0.0,-0.0,0.0,0.0,30.284000000000002,421.716,-40.596299826003616,-2.9037001739963655,-452.0,11.099999999999998,0.0,-0.0,0.0,0.0,98.49,968.0728273746847,398.82314121318353,-6.485968587868165,-1470.0,5.970000000000001,658.3414729733081,-0.0,0.0,0.0,21.037999999999997,0.0,-361.3421913871799,-10.007281586128201,-314.0,0.0,0.0,-0.0,0.0,0.0,11.925999999999998,166.074,3.1153500000000003,-3.1153500000000003,-178.0
t5979,46.18,0.0,-0.0,0.0,0.0,29.614,253.93963047297524,123.95547125016671,-11.689101723141901,-442.0,3.706,0.0,-0.0,0.0,0.0,96.41300000000001,1342.5870000000002,15.675128217821632,-19.381128217821768,-1439.0,43.808,569.9008729733087,-0.0,0.0,0.0,20.636000000000003,0.0,-312.7676494679883,-13.577223505320118,-308.0,0.0,0.0,-0.0,0.0,0.0,11.658,0.0,173.13704999999996,-10.795049999999984,-174.0
t5980,0.6600000000000035,0.0,-0.0,0.0,0.0,28.273999999999997,393.72599999999994,22.23419999999998,-22.894200000000005,-422.0,169.654,0.0,-0.0,0.0,0.0,92.192,736.777263390328,395.85748812482365,-18.480751515151514,-1376.0,36.76500000000001,402.0058396399752,-0.0,0.0,0.0,19.765,275.235,-417.65683963997515,-21.113999999999997,-295.0,6.6612,0.0,-0.0,0.0,0.0,11.189,155.811,-0.4348484848484824,-6.226351515151515,-167.0
t5981,0.66,0.0,-0.0,0.0,0.0,26.532,206.63603106709581,183.38520428643957,-21.21323535353535,-396.0,169.654,0.0,-0.0,0.0,0.0,86.765,1208.235,-148.28551464646472,-21.368485353535366,-1295.0,38.378,176.04473963997515,-0.0,0.0,0.0,18.693000000000005,260.3070000000001,-193.30873963997485,-21.113999999999997,-279.0,0.0,0.0,-0.0,0.0,0.0,10.586,0.0,158.20905000000002,-10.79505000000001,-158.0
t5982,2.012,0.0,-0.0,0.0,0.0,25.393,353.607,17.55118290072588,-19.563182900725824,-379.0,171.6924,0.0,-0.0,0.0,0.0,83.21400000000001,921.6781655554165,83.96347080822014,-18.548036363636363,-1242.0,90.861,34.73027297330836,-0.0,0.0,0.0,18.023,250.977,-107.80829007258241,-17.782982900725823,-269.0,0.0,0.0,-0.0,0.0,0.0,10.184000000000001,141.81599999999997,6.29363636363639,-6.293636363636364,-152.0
t5983,1.2063,0.0,-0.3260869565217391,0.0,0.0,24.522000000000002,338.4464475800517,14.912889376470062,-12.76155,-366.0,492.7995,0.0,-0.0,0.0,0.0,80.601,1122.3990000000001,-486.1309230566534,-6.668576943346509,-1203.0,7.188700000000001,0.0,-73.74738934553248,0.0,0.0,17.487000000000002,0.0,328.07033934553243,-17.99865,-261.0,0.0,0.0,-4.565217391304349,0.0,0.0,9.849,0.0,143.14769433465088,-1.4314769433465089,-147.0
t5984,14.364900000000002,0.0,-0.0,0.0,0.0,23.851999999999997,18.6983106499255,302.1058478283581,-3.021058478283581,-356.0,508.76169999999996,0.0,-0.0,0.0,0.0,78.524,1093.4759999999999,-492.8238415217164,-15.937858478283582,-1172.0,32.004400000000004,0.0,-236.8747936933584,0.0,0.0,17.017999999999997,236.982,210.10749369335835,-5.237100000000001,-254.0,27.069199999999995,0.0,-0.0,0.0,0.0,9.647999999999998,134.35200000000003,-19.38950000000006,-7.6797,-144.0
t5985,17.096600000000002,0.0,-0.0,0.0,0.0,23.718,330.282,2.006250441347057,-19.10285044134705,-354.0,280.6766737839731,0.0,-0.0,0.0,0.0,77.98799999999999,1086.012,-270.7010837386656,-9.975590045307449,-1164.0,52.2898,0.0,-357.00169369335833,0.0,0.0,16.951,236.049,320.5887936933581,-15.8769,-253.0,58.6436,0.0,-0.0,0.0,0.0,9.581,133.41899999999998,-51.89396039603961,-6.749639603960397,-143.0
t5986,46.352500000000006,0.0,-0.0,0.0,0.0,23.449999999999996,326.54999999999995,-33.59095000000001,-12.76155,-350.0,338.3255,0.0,-0.0,0.0,0.0,77.318,950.7024922191498,-204.0819096229208,-8.264082596229208,-1154.0,96.7555,0.0,-483.8584270266916,0.0,0.0,16.884,235.11599999999999,403.5642096229208,-16.46128259622921,-252.0,309.17240000000004,0.0,-0.0,0.0,0.0,9.513999999999998,0.0,-165.89135,-10.79505,-142.0
t5987,34.105700000000006,0.0,-0.0,0.0,0.0,24.320999999999998,338.67900000000003,-33.768019801980195,-0.3376801980198019,-363.0,225.3639,0.0,-0.0,0.0,0.0,80.19900000000001,1116.8010000000002,-222.7357544179865,-2.628145582013578,-1197.0,121.4674,0.0,-443.07759369335787,0.0,0.0,17.487000000000002,243.513,325.26361791029456,-3.6534242169366586,-261.0,114.55439999999999,0.0,-0.0,0.0,0.0,9.849,96.89954525342468,-68.75984369032787,-5.543101563096722,-147.0
t5988,28.4088,0.0,-0.0,0.0,0.0,25.058,257.7953002590142,85.63209974098585,-22.894200000000005,-374.0,504.9247499999999,0.0,-0.0,0.0,0.0,82.74500000000002,1152.2549999999999,-489.55500000000006,-15.369750000000002,-1235.0,4.7700000000000005,0.0,-377.1573936933578,0.0,0.0,18.090000000000003,251.91000000000008,390.520071976186,-18.132678282828284,-270.0,128.5472,0.0,-0.0,0.0,0.0,10.184000000000001,0.0,13.402828282828253,-0.13402828282828252,-152.0
t5989,67.8408,0.0,-0.0,0.0,0.0,27.001000000000005,0.0,331.0524,-22.894200000000005,-403.0,229.33720000000002,0.0,-0.0,0.0,0.0,89.11,1231.898445396273,-204.97589539627293,-15.369750000000002,-1330.0,433.8761149637523,0.0,-122.47246036002512,0.0,0.0,19.363,0.0,-20.65265460372706,-21.114,-289.0,108.53919999999998,0.0,-0.0,0.0,0.0,10.921,152.079,-105.42384999999999,-3.1153500000000003,-163.0
t5990,37.3835,0.0,-0.0,0.0,0.0,28.475,359.14149999999995,-0.0,-0.0,-425.0,498.3297,0.0,-0.0,0.0,0.0,93.666,369.3398144440886,442.7115698573378,-6.047084301426623,-1398.0,226.91781451878984,100.68033963997469,-0.0,0.0,0.0,20.368000000000002,283.63199999999995,-319.2457041587644,-8.352450000000001,-304.0,127.39120000000001,0.0,-0.0,0.0,0.0,11.524,160.476,-123.46586569857338,-3.925334301426622,-172.0
t5991,21.5208,0.0,-0.0,0.0,0.0,29.346,408.654,0.9725518394968491,-22.49335183949687,-438.0,157.14600000000004,0.0,-0.0,0.0,0.0,96.47999999999999,342.1416629393151,863.3399364249343,-19.107599364249342,-1440.0,505.02922948254223,278.06250630664147,-0.0,0.0,0.0,20.904,291.096,-761.9777357891837,-21.114,-312.0,109.58879999999999,0.0,-0.0,0.0,0.0,11.859,165.141,-102.33475247524743,-7.254047524752474,-177.0
t5992,85.64081792254571,0.0,-0.0,0.0,0.0,29.881999999999998,0.0,333.815335431772,-3.3381533543177198,-446.0,41.897400000000005,0.0,-0.0,0.0,0.0,98.02100000000002,1364.9790000000003,-35.12340064699543,-6.773999353004608,-1463.0,164.77701451878985,430.088772973309,-0.0,0.0,0.0,21.239,0.0,-289.0886674580439,-10.016120034055001,-317.0,15.93,0.0,-0.0,0.0,0.0,11.993,167.00699999999998,-9.603267326732666,-6.326732673267327,-179.0
t5993,5.7299999999999995,0.0,-0.0,0.0,0.0,29.881999999999998,416.118,17.164200000000072,-22.894200000000005,-446.0,59.195899999999966,0.0,-0.0,0.0,0.0,98.08800000000001,1017.55264419107,308.06867165051426,-18.90521584158416,-1464.0,107.42741451878986,493.6018729733086,-0.0,0.0,0.0,21.306,0.0,-283.2212874920985,-21.114,-318.0,48.66239999999999,0.0,-0.0,0.0,0.0,12.059999999999999,167.93999999999997,-42.01158415841583,-6.650815841584159,-180.0
t5994,16.645200000000003,0.0,-0.0,0.0,0.0,30.016000000000005,417.98400000000004,-11.08255555026444,-5.562644449735611,-448.0,7.1408,0.0,-0.0,0.0,0.0,98.557,1084.4654347407063,283.6735002619128,-2.8367350026191276,-1471.0,128.95451451878986,619.0930396399751,-0.0,0.0,0.0,21.373,0.0,-444.57929471164834,-5.841259447116483,-319.0,0.0,0.0,-0.0,0.0,0.0,12.127,0.0,171.98835000000003,-3.11535,-181.0
t5995,0.66,0.0,-0.0,0.0,0.0,29.814999999999998,0.0,425.52027453711685,-10.995274537116854,-445.0,6.1149,0.0,-0.0,0.0,0.0,98.02100000000002,1066.332328248802,315.5812217511979,-23.049450000000004,-1463.0,116.80911451878985,641.3885063066416,-0.0,0.0,0.0,21.306,296.694,-748.9825462883148,-9.215074537116855,-318.0,2.9139999999999997,0.0,-0.0,0.0,0.0,12.059999999999999,167.93999999999997,7.88105,-10.79505,-180.0
t5996,0.66,0.0,-0.0,0.0,0.0,29.346,167.9982000000001,262.8899999999999,-22.894200000000005,-438.0,4.005800000000001,0.0,-0.0,0.0,0.0,96.346,863.4629499999998,489.55500000000006,-15.369750000000002,-1438.0,314.9501149637523,565.4723396399748,-0.0,0.0,0.0,20.904,291.096,-859.3084546037276,-21.114,-312.0,0.0,0.0,-0.0,0.0,0.0,11.859,61.39289539627238,106.86345460372759,-3.1153500000000003,-177.0
t5997,14.003,0.0,-0.0,0.0,0.0,28.743000000000002,146.25820000000024,262.8899999999999,-22.894200000000005,-429.0,3.7462000000000004,0.0,-0.0,0.0,0.0,94.269,1312.7309999999998,19.30324999999977,-23.049450000000004,-1407.0,43.24299999999999,478.55733963997494,-0.0,0.0,0.0,20.435000000000002,224.78866036002486,-440.9099999999999,-21.114,-305.0,0.0,0.0,-0.0,0.0,0.0,11.591,13.487299999999758,158.7167500000003,-10.79505,-173.0
t5998,0.9899999999999995,0.0,-0.0,0.0,0.0,28.944,403.056,-0.9801980198019797,-0.009801980198019797,-432.0,3.7,0.0,-0.0,0.0,0.0,94.73799999999999,1015.3825539603957,307.86894801980213,-7.6895019801980204,-1414.0,41.334500000000006,502.0869063066413,-0.0,0.0,0.0,20.502,56.72694369335862,-311.535,-3.1153500000000003,-306.0,6.1488,0.0,-0.0,0.0,0.0,11.591,161.409,4.646249999999852,-10.79505,-173.0
t5999,9.263,0.0,-0.0,0.0,0.0,29.547,411.45300000000003,-9.171287128712873,-0.09171287128712872,-441.0,4.2378,0.0,-0.0,0.0,0.0,96.547,1024.3030143564358,319.10321782178215,-3.1910321782178213,-1441.0,13.475999999999999,578.5103396399753,-0.0,0.0,0.0,20.77,11.894010360024687,-311.535,-3.1153500000000003,-310.0,4.6116,0.0,-0.0,0.0,0.0,11.792,164.208,1.6030693069307156,-6.214669306930693,-176.0
t6000,0.66,0.27599999999999997,-0.0,0.0,0.0,30.351,422.649,19.315671019537795,-20.251671019537703,-453.0,3.7,0.0,-0.0,0.0,0.0,98.82500000000002,703.9495720960707,681.7662794190811,-13.240851515151517,-1475.0,80.537,633.064472973308,-0.0,0.0,0.0,21.172,294.82800000000003,-700.3671019537704,-13.234371019537702,-316.0,3.0744,3.8640000000000008,-0.0,0.0,0.0,11.993,167.00699999999998,-0.7148484848484848,-6.223551515151516,-179.0
t6001,12.177,0.0,-0.0,0.0,0.0,30.150000000000002,0.0,430.5671999999999,-22.8942,-450.0,18.499999999999996,0.0,-0.0,0.0,0.0,97.954,1355.545981572146,10.216145700581269,-20.21612727272727,-1462.0,11.787999999999998,623.2120729733085,-0.0,0.0,0.0,20.971,292.029,-613.8860729733084,-21.113999999999997,-313.0,0.0,0.0,-0.0,0.0,0.0,11.859,0.0,173.10272727272724,-7.961727272727273,-177.0
t6002,5.392,0.0,-0.0,0.0,0.0,29.949,171.66320000000022,262.8899999999999,-22.894200000000005,-447.0,3.7168,0.0,-0.0,0.0,0.0,97.28399999999999,1196.6011191919192,172.93404040404047,-18.5359595959596,-1452.0,37.569,619.3598063066414,-0.0,0.0,0.0,20.77,94.32519369335856,-440.9099999999999,-21.114,-310.0,1.1956,0.0,-0.0,0.0,0.0,11.792,164.208,5.085959595959588,-6.281559595959597,-176.0
t6003,5.223,0.0,-0.0,0.0,0.0,29.144999999999996,348.2229603600254,65.17058963997458,-12.76155,-435.0,3.7,0.0,-0.0,0.0,0.0,94.872,798.9550999999998,523.71,-5.237100000000001,-1416.0,93.084,519.0011396399747,-0.0,0.0,0.0,20.301,282.69899999999996,-590.9711396399746,-21.114,-303.0,1.0248,0.0,-0.0,0.0,0.0,11.524,160.476,2.09055,-3.1153500000000003,-172.0
t6004,43.50000000000001,0.0,-0.0,0.0,0.0,27.871999999999996,388.128,-33.367349999999995,-10.13265,-416.0,27.2658,0.0,-0.0,0.0,0.0,90.91900000000001,1007.5784433231929,249.73458149172427,-18.497824814917244,-1357.0,33.18,350.70330630664154,-0.0,0.0,0.0,19.496999999999996,271.503,-380.0824814917243,-3.8008248149172426,-291.0,1.0248,0.0,-0.0,0.0,0.0,11.055,0.0,163.71524999999997,-10.79505,-165.0
t6005,126.66,0.0,-0.0,0.0,0.0,25.996,0.0,245.47665000000006,-10.132650000000002,-388.0,13.331999999999999,0.0,-0.0,0.0,0.0,85.224,1003.2126860814947,184.665384261116,-14.434070342611163,-1272.0,333.45611496375227,107.21803963997489,-0.0,0.0,0.0,18.358000000000004,255.64199999999997,-433.2573842611161,-7.41677034261116,-274.0,0.0,0.0,-0.0,0.0,0.0,10.385,144.61499999999998,3.1153500000000167,-3.1153500000000003,-155.0
t6006,0.66,0.0,-0.0,0.0,0.0,24.991,348.009,22.234199999999817,-22.8942,-373.0,6.5334,0.0,-0.0,0.0,0.0,81.874,1140.126,8.83635000000005,-15.369750000000002,-1222.0,209.91181466711063,0.0,-35.39316036002438,0.0,0.0,17.688000000000002,125.38524569291354,-32.47789999999986,-21.114,-264.0,1.7080000000000002,0.0,-0.0,0.0,0.0,9.982999999999999,139.017,1.40735,-3.1153500000000003,-149.0
t6007,1.8081999999999998,0.0,-0.3260869565217391,0.0,0.0,24.053,0.0,345.6777010937361,-12.212814137214425,-359.0,41.65028461715851,0.0,-0.0,0.0,0.0,79.06,1100.94,-26.24312471616848,-15.4071599009901,-1180.0,485.2532296308629,0.0,-161.35997340350295,0.0,0.0,17.152000000000005,237.96559418841218,-315.69358627855775,-7.317264137214423,-256.0,3.7784,0.0,-0.0,0.0,0.0,9.647999999999998,134.35200000000003,-3.7409900990098937,-0.037409900990098936,-144.0
t6008,22.0961,0.0,-0.0,0.0,0.0,23.584,328.416,-20.40548706569334,-1.6906129343066376,-352.0,75.07118221431016,0.0,-0.0,0.0,0.0,77.653,1081.347,-74.3279031824852,-0.7432790318248521,-1159.0,209.29211466711064,0.0,-291.4493270266918,0.0,0.0,16.817000000000004,197.59713819210216,119.94249915906964,-1.1994249915906965,-251.0,25.461199999999998,0.0,-0.0,0.0,0.0,9.513999999999998,132.486,-25.209108910891096,-0.252091089108911,-142.0
t6009,18.8878,0.0,-0.0,0.0,0.0,23.316,324.68399999999997,4.0063999999999655,-22.894199999999998,-348.0,95.71378221431016,0.0,-0.0,0.0,0.0,76.71499999999999,1068.2849999999999,-81.225056471736,-14.488725742574257,-1145.0,471.926429630863,0.0,-425.023760360025,0.0,0.0,16.683,0.0,201.29123072916178,-15.8769,-249.0,131.54399999999998,0.0,-0.0,0.0,0.0,9.38,130.62,-124.07257425742574,-7.471425742574257,-140.0
t6010,45.988,0.0,-0.0,0.0,0.0,22.981,320.019,-26.4343622827522,-19.55363771724785,-343.0,107.32828221431015,0.0,-0.0,0.0,0.0,75.97800000000001,1058.022,-88.92827082817156,-18.400011386138615,-1134.0,375.17814301915394,0.0,-547.5248270266911,0.0,0.0,16.616000000000003,0.0,418.38877172478516,-14.658087717247852,-248.0,306.0564,0.0,-0.0,0.0,0.0,9.38,130.62,-303.0261386138614,-3.030261386138614,-140.0
t6011,60.0312,0.0,-0.0,0.0,0.0,23.919,333.08099999999996,-41.067629744485636,-18.963570255514423,-357.0,324.2730947968555,0.0,-0.0,0.0,0.0,79.06,1100.94,-310.6919750463915,-13.581119750463916,-1180.0,55.186771730764605,0.0,-483.1674270266922,0.0,0.0,17.286,240.714,449.0946552959276,-21.114,-258.0,102.59239999999998,0.0,-0.0,0.0,0.0,9.715,135.285,-97.33505050505048,-5.257349494949496,-145.0
t6012,67.9325,0.0,-0.0,0.0,0.0,24.656000000000002,343.344,-57.79984999999999,-10.13265,-368.0,391.5115696602271,0.0,-0.0,0.0,0.0,81.606,1136.394,-377.0306150101257,-14.480954650101257,-1218.0,143.74939999999998,0.0,-423.4856429687201,0.0,0.0,17.822000000000003,248.17800000000003,287.1998976188213,-7.4636546501012555,-266.0,0.0,0.0,-4.565217391304349,0.0,0.0,10.050000000000002,0.0,147.63056739130437,-3.11535,-150.0
t6013,71.23780000000001,0.0,-0.0,0.0,0.0,26.666000000000004,0.0,303.12747474747476,-3.031274747474748,-398.0,343.2447874459169,0.0,-0.0,0.0,0.0,88.03800000000001,1225.9620000000002,-332.19084171837466,-11.053945727542338,-1314.0,150.89099999999996,0.0,-184.8451270266913,0.0,0.0,19.162,266.83799999999997,34.29709800675887,-0.34297098006758875,-286.0,25.2,0.0,-0.0,0.0,0.0,10.787,137.926431035859,-5.233731035859002,-7.679700000000001,-161.0
t6014,67.90790000000001,0.0,-0.0,0.0,0.0,27.939,218.73469743686437,118.27526750848743,-15.856864945351784,-417.0,176.3105594805301,0.0,-0.0,0.0,0.0,91.924,1280.076,-165.53554453517845,-10.775014945351787,-1372.0,141.99599999999998,0.0,-5.840327026691128,0.0,0.0,19.965999999999998,278.034,-120.27877297330892,-15.8769,-298.0,0.0,0.0,-0.0,0.0,0.0,11.256,0.0,167.53904999999992,-10.79505,-168.0
t6015,30.9332,0.0,-0.0,0.0,0.0,28.877000000000002,0.0,374.9391919191919,-3.7493919191919196,-431.0,187.78721173161176,0.0,-0.0,0.0,0.0,95.006,1280.2320648100317,-135.35314607103228,-9.672130470611314,-1418.0,36.959999999999994,110.05720630664118,-0.0,0.0,0.0,20.636000000000003,287.36400000000003,-135.19109535311014,-11.826110953531103,-308.0,111.66959999999997,0.0,-0.0,0.0,0.0,11.658,162.34199999999998,-104.39495049504949,-7.274649504950496,-174.0
t6016,8.265000000000002,0.0,-0.0,0.0,0.0,28.877000000000002,0.0,403.4187748250791,-9.5607748250791,-431.0,255.3810396969986,0.0,-0.0,0.0,0.0,95.07300000000001,1323.9270000000001,-247.38064615858463,-8.000393538414155,-1419.0,13.9935,237.4340396399755,-0.0,0.0,0.0,20.636000000000003,275.5800147576283,-226.90035088871667,-12.74320350888717,-308.0,92.18839999999999,0.0,-0.0,0.0,0.0,11.658,0.0,70.8622222222222,-0.7086222222222222,-174.0
t6017,14.011000000000003,0.0,-0.0,0.0,0.0,29.011000000000003,202.0056908726382,198.1049591273618,-10.13265,-433.0,94.40851173161177,0.0,-0.0,0.0,0.0,95.47500000000001,1329.525,-75.49655727616612,-18.911954455445542,-1425.0,33.18,344.3254063066412,-0.0,0.0,0.0,20.77,0.0,-79.92295630664123,-8.352450000000001,-310.0,49.342999999999996,0.0,-0.0,0.0,0.0,11.724999999999998,163.27499999999998,-42.68544554455445,-6.6575544554455455,-175.0
